id,item,item.type,statement,statement.rt,agreement,strength,argument,argument.rt,word.count,gender,age
R_1I3OUwmNL3NxE1P,F17x,filler,2,3.422,filler,filler,1,1.819,321,2,35
R_1I3OUwmNL3NxE1P,F18x,filler,2,3.045,filler,filler,1,4.799,220,2,35
R_1I3OUwmNL3NxE1P,F19x,filler,3,2.964,filler,filler,1,7.937,208,2,35
R_1I3OUwmNL3NxE1P,F20x,filler,1,0.967,filler,filler,3,3.391,286,2,35
R_1I3OUwmNL3NxE1P,F21x,filler,2,4.423,filler,filler,2,0.958,311,2,35
R_1I3OUwmNL3NxE1P,F22x,filler,2,1.84,filler,filler,2,5.379,325,2,35
R_1I3OUwmNL3NxE1P,F23x,filler,2,4.895,filler,filler,2,22.97,259,2,35
R_1I3OUwmNL3NxE1P,F24x,filler,1,2.699,filler,filler,2,0.864,339,2,35
R_1l6U0TxNZ8uaLcl,I1x,critical,1,3.349,agree,fully,2,4.69,286,1,32
R_1l6U0TxNZ8uaLcl,I2x,critical,2,18.757,agree,somewhat,2,4.236,176,1,32
R_1l6U0TxNZ8uaLcl,I3x,critical,3,2.775,disagree,somewhat,2,6.104,239,1,32
R_1l6U0TxNZ8uaLcl,I4x,critical,3,3.286,disagree,somewhat,3,2.005,184,1,32
R_1l6U0TxNZ8uaLcl,I5x,critical,3,3.576,disagree,somewhat,2,7.642,192,1,32
R_1l6U0TxNZ8uaLcl,I6x,critical,3,2.569,disagree,somewhat,1,2.131,191,1,32
R_1l6U0TxNZ8uaLcl,I7x,critical,3,2.509,disagree,somewhat,2,3.757,233,1,32
R_1l6U0TxNZ8uaLcl,I8x,critical,2,2.181,agree,somewhat,3,2.103,191,1,32
R_1l6U0TxNZ8uaLcl,I9x,critical,1,2.364,agree,fully,1,1.98,175,1,32
R_1l6U0TxNZ8uaLcl,I10x,critical,2,1.935,agree,somewhat,2,7.436,181,1,32
R_1l6U0TxNZ8uaLcl,I11x,critical,3,6.241,disagree,somewhat,1,5.738,180,1,32
R_1l6U0TxNZ8uaLcl,I12x,critical,2,2.872,agree,somewhat,2,8.231,237,1,32
R_1l6U0TxNZ8uaLcl,I13x,critical,2,2.83,agree,somewhat,1,4.972,218,1,32
R_1l6U0TxNZ8uaLcl,I14x,critical,2,2.54,agree,somewhat,2,2.805,184,1,32
R_1l6U0TxNZ8uaLcl,I15x,critical,1,4.416,agree,fully,2,2.317,216,1,32
R_1l6U0TxNZ8uaLcl,I16x,critical,1,2.845,agree,fully,1,2.66,235,1,32
R_1l6U0TxNZ8uaLcl,I17x,critical,2,1.648,agree,somewhat,3,3.204,212,1,32
R_1l6U0TxNZ8uaLcl,I18x,critical,2,3.418,agree,somewhat,1,6.901,201,1,32
R_1l6U0TxNZ8uaLcl,F1x,filler,4,2.271,filler,filler,3,3.446,211,1,32
R_1l6U0TxNZ8uaLcl,F2x,filler,2,4.505,filler,filler,1,0,220,1,32
R_1l6U0TxNZ8uaLcl,F3x,filler,2,1.545,filler,filler,2,2.875,191,1,32
R_1l6U0TxNZ8uaLcl,F4x,filler,2,2.774,filler,filler,3,2.129,304,1,32
R_1l6U0TxNZ8uaLcl,F5x,filler,1,2.477,filler,filler,3,3.115,296,1,32
R_1l6U0TxNZ8uaLcl,F6x,filler,3,3.256,filler,filler,2,2.617,256,1,32
R_1l6U0TxNZ8uaLcl,F7x,filler,3,3.641,filler,filler,2,3.549,298,1,32
R_1l6U0TxNZ8uaLcl,F8x,filler,2,4.913,filler,filler,3,2.888,233,1,32
R_1l6U0TxNZ8uaLcl,F9x,filler,3,4.532,filler,filler,1,2.544,265,1,32
R_1l6U0TxNZ8uaLcl,F10x,filler,2,1.891,filler,filler,2,1.949,246,1,32
R_1l6U0TxNZ8uaLcl,F11x,filler,1,2.518,filler,filler,2,3.051,209,1,32
R_1l6U0TxNZ8uaLcl,F12x,filler,2,3.14,filler,filler,1,3.148,221,1,32
R_1l6U0TxNZ8uaLcl,F13x,filler,2,3.549,filler,filler,2,10.123,210,1,32
R_1l6U0TxNZ8uaLcl,F14x,filler,2,2.754,filler,filler,2,1.907,312,1,32
R_1l6U0TxNZ8uaLcl,F15x,filler,3,2.118,filler,filler,3,2.883,240,1,32
R_1l6U0TxNZ8uaLcl,F16x,filler,1,6.396,filler,filler,2,2.536,319,1,32
R_1l6U0TxNZ8uaLcl,F17x,filler,2,4.559,filler,filler,2,3.729,321,1,32
R_1l6U0TxNZ8uaLcl,F18x,filler,1,9.184,filler,filler,1,4.203,220,1,32
R_1l6U0TxNZ8uaLcl,F19x,filler,2,3.068,filler,filler,1,4.642,208,1,32
R_1l6U0TxNZ8uaLcl,F20x,filler,3,7.483,filler,filler,2,2.983,297,1,32
R_1l6U0TxNZ8uaLcl,F21x,filler,2,7.045,filler,filler,3,3.799,311,1,32
R_1l6U0TxNZ8uaLcl,F22x,filler,3,4.9,filler,filler,1,7.058,304,1,32
R_1l6U0TxNZ8uaLcl,F23x,filler,2,5.161,filler,filler,3,4.433,259,1,32
R_1l6U0TxNZ8uaLcl,F24x,filler,2,3.497,filler,filler,1,4.123,339,1,32
R_29adB0pbYDd2RgL,I1x,critical,1,1.727,agree,fully,3,1.443,286,2,44
R_29adB0pbYDd2RgL,I2x,critical,4,1.898,disagree,fully,3,1.261,194,2,44
R_29adB0pbYDd2RgL,I3x,critical,3,5.751,disagree,somewhat,2,16.698,239,2,44
R_29adB0pbYDd2RgL,I4x,critical,2,2.342,agree,somewhat,3,3.715,205,2,44
R_29adB0pbYDd2RgL,I5x,critical,1,1.835,agree,fully,3,1.231,193,2,44
R_29adB0pbYDd2RgL,I6x,critical,2,2.053,agree,somewhat,2,3.575,218,2,44
R_29adB0pbYDd2RgL,I7x,critical,2,2.739,agree,somewhat,3,2.563,221,2,44
R_29adB0pbYDd2RgL,I8x,critical,4,2.118,disagree,fully,3,2.24,245,2,44
R_29adB0pbYDd2RgL,I9x,critical,4,2.175,disagree,fully,3,4.965,191,2,44
R_29adB0pbYDd2RgL,I10x,critical,4,2.767,disagree,fully,1,1.982,211,2,44
R_29adB0pbYDd2RgL,I11x,critical,2,2.303,agree,somewhat,3,2.482,153,2,44
R_29adB0pbYDd2RgL,I12x,critical,1,2.433,agree,fully,2,4.643,237,2,44
R_29adB0pbYDd2RgL,I13x,critical,2,4.717,agree,somewhat,1,2.891,218,2,44
R_29adB0pbYDd2RgL,I14x,critical,1,1.982,agree,fully,3,1.314,184,2,44
R_29adB0pbYDd2RgL,I15x,critical,2,3.995,agree,somewhat,3,2.26,216,2,44
R_29adB0pbYDd2RgL,I16x,critical,2,2.008,agree,somewhat,3,1.372,235,2,44
R_29adB0pbYDd2RgL,I17x,critical,1,1.734,agree,fully,1,2.137,212,2,44
R_29adB0pbYDd2RgL,I18x,critical,1,2.008,agree,fully,3,2.595,201,2,44
R_29adB0pbYDd2RgL,F1x,filler,3,2.324,filler,filler,2,1.09,211,2,44
R_29adB0pbYDd2RgL,F2x,filler,4,2.341,filler,filler,1,1.852,300,2,44
R_29adB0pbYDd2RgL,F3x,filler,1,1.389,filler,filler,3,3.998,191,2,44
R_29adB0pbYDd2RgL,F4x,filler,1,3.502,filler,filler,2,1.304,304,2,44
R_29adB0pbYDd2RgL,F5x,filler,3,3.656,filler,filler,1,2.547,215,2,44
R_29adB0pbYDd2RgL,F6x,filler,3,2.863,filler,filler,2,1.474,256,2,44
R_29adB0pbYDd2RgL,F7x,filler,4,2.285,filler,filler,1,1.293,298,2,44
R_29adB0pbYDd2RgL,F8x,filler,2,2.717,filler,filler,3,1.18,233,2,44
R_29adB0pbYDd2RgL,F9x,filler,1,2.268,filler,filler,2,1.707,232,2,44
R_29adB0pbYDd2RgL,F10x,filler,2,2.321,filler,filler,3,1.204,246,2,44
R_29adB0pbYDd2RgL,F11x,filler,1,2.738,filler,filler,3,2.557,209,2,44
R_29adB0pbYDd2RgL,F12x,filler,3,4.094,filler,filler,0,2,242,2,44
R_29adB0pbYDd2RgL,F13x,filler,4,2.441,filler,filler,2,1.169,264,2,44
R_29adB0pbYDd2RgL,F14x,filler,3,8.143,filler,filler,2,1.451,321,2,44
R_29adB0pbYDd2RgL,F15x,filler,2,2.153,filler,filler,3,1.045,255,2,44
R_29adB0pbYDd2RgL,F16x,filler,3,2.972,filler,filler,1,1.402,295,2,44
R_29adB0pbYDd2RgL,F17x,filler,2,3.233,filler,filler,1,1.345,321,2,44
R_29adB0pbYDd2RgL,F18x,filler,2,2.361,filler,filler,3,2.231,220,2,44
R_29adB0pbYDd2RgL,F19x,filler,2,1.754,filler,filler,2,2.212,208,2,44
R_29adB0pbYDd2RgL,F20x,filler,1,4.147,filler,filler,2,1.566,286,2,44
R_29adB0pbYDd2RgL,F21x,filler,3,3.428,filler,filler,3,1.539,260,2,44
R_29adB0pbYDd2RgL,F22x,filler,1,1.661,filler,filler,2,2.124,325,2,44
R_29adB0pbYDd2RgL,F23x,filler,2,2.624,filler,filler,1,0.911,259,2,44
R_29adB0pbYDd2RgL,F24x,filler,2,2.181,filler,filler,1,1.007,339,2,44
R_2YYzYmDUuB5x2RR,I1x,critical,3,1.68,disagree,somewhat,3,2.288,232,1,27
R_2YYzYmDUuB5x2RR,I2x,critical,3,9.814,disagree,somewhat,3,1.321,194,1,27
R_2YYzYmDUuB5x2RR,I3x,critical,3,1.877,disagree,somewhat,2,3.1,239,1,27
R_2YYzYmDUuB5x2RR,I4x,critical,3,54.204,disagree,somewhat,2,3.31,184,1,27
R_2YYzYmDUuB5x2RR,I5x,critical,2,0.84,agree,somewhat,3,0.523,193,1,27
R_2YYzYmDUuB5x2RR,I6x,critical,2,1.296,agree,somewhat,3,0.552,218,1,27
R_2YYzYmDUuB5x2RR,I7x,critical,3,1.62,disagree,somewhat,3,1.556,233,1,27
R_2YYzYmDUuB5x2RR,I8x,critical,3,1.976,disagree,somewhat,3,1.962,245,1,27
R_2YYzYmDUuB5x2RR,I9x,critical,3,3.813,disagree,somewhat,3,0.951,191,1,27
R_2YYzYmDUuB5x2RR,I10x,critical,2,2.122,agree,somewhat,2,3.148,181,1,27
R_2YYzYmDUuB5x2RR,I11x,critical,3,2.019,disagree,somewhat,3,1.101,180,1,27
R_2YYzYmDUuB5x2RR,I12x,critical,3,3.773,disagree,somewhat,2,2.651,234,1,27
R_2YYzYmDUuB5x2RR,I13x,critical,2,1.689,agree,somewhat,3,1.578,218,1,27
R_2YYzYmDUuB5x2RR,I14x,critical,3,1.909,disagree,somewhat,3,1.414,199,1,27
R_2YYzYmDUuB5x2RR,I15x,critical,2,1.61,agree,somewhat,3,0.478,216,1,27
R_2YYzYmDUuB5x2RR,I16x,critical,3,3.296,disagree,somewhat,3,1.993,199,1,27
R_2YYzYmDUuB5x2RR,I17x,critical,2,1.53,agree,somewhat,3,1.543,212,1,27
R_2YYzYmDUuB5x2RR,I18x,critical,2,3.118,agree,somewhat,2,2.054,201,1,27
R_2YYzYmDUuB5x2RR,F1x,filler,3,2.604,filler,filler,1,1.839,211,1,27
R_2YYzYmDUuB5x2RR,F2x,filler,3,2.053,filler,filler,1,0.797,300,1,27
R_2YYzYmDUuB5x2RR,F3x,filler,2,1.447,filler,filler,2,1.397,191,1,27
R_2YYzYmDUuB5x2RR,F4x,filler,2,3.377,filler,filler,2,1.292,304,1,27
R_2YYzYmDUuB5x2RR,F5x,filler,2,18.757,filler,filler,3,4.988,296,1,27
R_2YYzYmDUuB5x2RR,F6x,filler,2,1.927,filler,filler,2,2.863,298,1,27
R_2YYzYmDUuB5x2RR,F7x,filler,4,2.538,filler,filler,3,2.212,298,1,27
R_2YYzYmDUuB5x2RR,F8x,filler,2,4.232,filler,filler,3,1.12,233,1,27
R_2YYzYmDUuB5x2RR,F9x,filler,2,2.312,filler,filler,1,1.552,232,1,27
R_2YYzYmDUuB5x2RR,F10x,filler,2,1.374,filler,filler,2,1.958,246,1,27
R_2YYzYmDUuB5x2RR,F11x,filler,2,1.411,filler,filler,2,2.475,209,1,27
R_2YYzYmDUuB5x2RR,F12x,filler,2,2.997,filler,filler,2,4.23,221,1,27
R_2YYzYmDUuB5x2RR,F13x,filler,3,2.984,filler,filler,3,1.192,264,1,27
R_2YYzYmDUuB5x2RR,F14x,filler,3,6.642,filler,filler,3,3.63,321,1,27
R_2YYzYmDUuB5x2RR,F15x,filler,2,1.681,filler,filler,3,1.051,255,1,27
R_2YYzYmDUuB5x2RR,F16x,filler,3,2.654,filler,filler,1,1.876,295,1,27
R_2YYzYmDUuB5x2RR,F17x,filler,2,3.442,filler,filler,3,1.749,321,1,27
R_2YYzYmDUuB5x2RR,F18x,filler,2,2.742,filler,filler,3,0.929,220,1,27
R_2YYzYmDUuB5x2RR,F19x,filler,3,1.964,filler,filler,3,1.029,208,1,27
R_2YYzYmDUuB5x2RR,F20x,filler,2,2.149,filler,filler,1,0.49,286,1,27
R_2YYzYmDUuB5x2RR,F21x,filler,2,5.662,filler,filler,2,1.162,311,1,27
R_2YYzYmDUuB5x2RR,F22x,filler,2,1.77,filler,filler,3,2.28,325,1,27
R_2YYzYmDUuB5x2RR,F23x,filler,2,1.366,filler,filler,1,1.117,259,1,27
R_2YYzYmDUuB5x2RR,F24x,filler,2,3.044,filler,filler,2,1.263,339,1,27
R_1LcADnmE6RO2BHA,I1x,critical,2,2.701,agree,somewhat,2,8.131,286,2,28
R_1LcADnmE6RO2BHA,I2x,critical,4,2.801,disagree,fully,2,4.703,194,2,28
R_1LcADnmE6RO2BHA,I3x,critical,4,2.623,disagree,fully,2,6.131,239,2,28
R_1LcADnmE6RO2BHA,I4x,critical,2,2.766,agree,somewhat,2,3.387,205,2,28
R_1LcADnmE6RO2BHA,I5x,critical,2,3.504,agree,somewhat,2,5.44,193,2,28
R_1LcADnmE6RO2BHA,I6x,critical,1,3.481,agree,fully,3,10.201,218,2,28
R_1LcADnmE6RO2BHA,I7x,critical,2,2,agree,somewhat,2,4.201,221,2,28
R_1LcADnmE6RO2BHA,I8x,critical,4,4.176,disagree,fully,3,4.295,245,2,28
R_1LcADnmE6RO2BHA,I9x,critical,3,4.002,disagree,somewhat,2,5.593,191,2,28
R_1LcADnmE6RO2BHA,I10x,critical,1,2.001,agree,fully,3,3.895,181,2,28
R_1LcADnmE6RO2BHA,I11x,critical,2,3.987,agree,somewhat,3,7.675,153,2,28
R_1LcADnmE6RO2BHA,I12x,critical,1,3.299,agree,fully,2,5.602,237,2,28
R_1LcADnmE6RO2BHA,I13x,critical,2,5.401,agree,somewhat,2,13.99,218,2,28
R_1LcADnmE6RO2BHA,I14x,critical,2,2.9,agree,somewhat,1,2.701,184,2,28
R_1LcADnmE6RO2BHA,I15x,critical,1,5.102,agree,fully,3,5.426,216,2,28
R_1LcADnmE6RO2BHA,I16x,critical,1,3.077,agree,fully,2,6.234,235,2,28
R_1LcADnmE6RO2BHA,I17x,critical,1,9.974,agree,fully,3,7.601,212,2,28
R_1LcADnmE6RO2BHA,I18x,critical,1,2.701,agree,fully,3,6.22,201,2,28
R_1LcADnmE6RO2BHA,F1x,filler,2,4.901,filler,filler,2,18.015,217,2,28
R_1LcADnmE6RO2BHA,F2x,filler,3,6.135,filler,filler,1,23.801,300,2,28
R_1LcADnmE6RO2BHA,F3x,filler,1,2.632,filler,filler,2,6.001,191,2,28
R_1LcADnmE6RO2BHA,F4x,filler,2,4.258,filler,filler,2,6.003,304,2,28
R_1LcADnmE6RO2BHA,F5x,filler,1,3.284,filler,filler,3,7.744,296,2,28
R_1LcADnmE6RO2BHA,F6x,filler,2,5.767,filler,filler,2,4.998,298,2,28
R_1LcADnmE6RO2BHA,F7x,filler,3,8.417,filler,filler,1,36.6,298,2,28
R_1LcADnmE6RO2BHA,F8x,filler,3,5.375,filler,filler,3,18.3,301,2,28
R_1LcADnmE6RO2BHA,F9x,filler,1,4.602,filler,filler,3,6.448,232,2,28
R_1LcADnmE6RO2BHA,F10x,filler,2,6.95,filler,filler,2,7.202,246,2,28
R_1LcADnmE6RO2BHA,F11x,filler,1,2.874,filler,filler,2,4.189,209,2,28
R_1LcADnmE6RO2BHA,F12x,filler,2,9.344,filler,filler,3,7.201,221,2,28
R_1LcADnmE6RO2BHA,F13x,filler,4,2.765,filler,filler,2,5.33,264,2,28
R_1LcADnmE6RO2BHA,F14x,filler,2,5.151,filler,filler,1,6.755,312,2,28
R_1LcADnmE6RO2BHA,F15x,filler,3,3.359,filler,filler,3,9.026,240,2,28
R_1LcADnmE6RO2BHA,F16x,filler,4,6.76,filler,filler,3,8.987,295,2,28
R_1LcADnmE6RO2BHA,F17x,filler,1,3.3,filler,filler,2,8.474,321,2,28
R_1LcADnmE6RO2BHA,F18x,filler,3,3.777,filler,filler,1,5.283,235,2,28
R_1LcADnmE6RO2BHA,F19x,filler,2,2.289,filler,filler,1,5.401,208,2,28
R_1LcADnmE6RO2BHA,F20x,filler,3,4,filler,filler,1,6.879,297,2,28
R_1LcADnmE6RO2BHA,F21x,filler,2,5.843,filler,filler,2,5.102,311,2,28
R_1LcADnmE6RO2BHA,F22x,filler,1,3.6,filler,filler,3,9.78,325,2,28
R_1LcADnmE6RO2BHA,F23x,filler,2,3.401,filler,filler,2,17.123,259,2,28
R_1LcADnmE6RO2BHA,F24x,filler,2,6.46,filler,filler,1,6.402,339,2,28
R_10udZAolnXVzCAf,I1x,critical,3,2.002,disagree,somewhat,2,2.296,232,2,31
R_10udZAolnXVzCAf,I2x,critical,3,2.037,disagree,somewhat,2,2.728,194,2,31
R_10udZAolnXVzCAf,I3x,critical,3,2.873,disagree,somewhat,2,6.453,239,2,31
R_10udZAolnXVzCAf,I4x,critical,3,3.412,disagree,somewhat,3,3.738,184,2,31
R_10udZAolnXVzCAf,I5x,critical,2,2.709,agree,somewhat,2,4.633,193,2,31
R_10udZAolnXVzCAf,I6x,critical,2,3.488,agree,somewhat,2,2.578,218,2,31
R_10udZAolnXVzCAf,I7x,critical,2,2.375,agree,somewhat,2,3.243,221,2,31
R_10udZAolnXVzCAf,I8x,critical,3,3.265,disagree,somewhat,2,4.957,245,2,31
R_10udZAolnXVzCAf,I9x,critical,3,3.471,disagree,somewhat,2,2.706,191,2,31
R_10udZAolnXVzCAf,I10x,critical,2,3.703,agree,somewhat,3,6.362,181,2,31
R_10udZAolnXVzCAf,I11x,critical,2,3.361,agree,somewhat,3,3.586,153,2,31
R_10udZAolnXVzCAf,I12x,critical,3,8.051,disagree,somewhat,2,4.447,234,2,31
R_10udZAolnXVzCAf,I13x,critical,3,3.378,disagree,somewhat,3,4.79,278,2,31
R_10udZAolnXVzCAf,I14x,critical,3,2.305,disagree,somewhat,2,3.646,199,2,31
R_10udZAolnXVzCAf,I15x,critical,2,3.174,agree,somewhat,2,3.139,216,2,31
R_10udZAolnXVzCAf,I16x,critical,3,2.609,disagree,somewhat,2,2.787,199,2,31
R_10udZAolnXVzCAf,I17x,critical,2,2.687,agree,somewhat,2,8.463,212,2,31
R_10udZAolnXVzCAf,I18x,critical,2,3.402,agree,somewhat,2,6.761,201,2,31
R_10udZAolnXVzCAf,F1x,filler,2,3.447,filler,filler,3,2.603,217,2,31
R_10udZAolnXVzCAf,F2x,filler,2,4.263,filler,filler,3,6.62,220,2,31
R_10udZAolnXVzCAf,F3x,filler,3,2.115,filler,filler,2,3.33,209,2,31
R_10udZAolnXVzCAf,F4x,filler,2,3.502,filler,filler,2,2.389,304,2,31
R_10udZAolnXVzCAf,F5x,filler,2,5.244,filler,filler,1,6.487,296,2,31
R_10udZAolnXVzCAf,F6x,filler,3,4.052,filler,filler,3,5.501,256,2,31
R_10udZAolnXVzCAf,F7x,filler,3,3.306,filler,filler,1,2.76,298,2,31
R_10udZAolnXVzCAf,F8x,filler,3,3.652,filler,filler,3,11.485,301,2,31
R_10udZAolnXVzCAf,F9x,filler,2,4.323,filler,filler,2,1.52,232,2,31
R_10udZAolnXVzCAf,F10x,filler,2,2.788,filler,filler,1,3.502,246,2,31
R_10udZAolnXVzCAf,F11x,filler,2,16.384,filler,filler,3,8.13,209,2,31
R_10udZAolnXVzCAf,F12x,filler,3,4.53,filler,filler,0,2,242,2,31
R_10udZAolnXVzCAf,F13x,filler,2,5.276,filler,filler,3,4.668,210,2,31
R_10udZAolnXVzCAf,F14x,filler,2,13.267,filler,filler,3,14.812,312,2,31
R_10udZAolnXVzCAf,F15x,filler,3,2.045,filler,filler,2,6.11,240,2,31
R_10udZAolnXVzCAf,F16x,filler,3,5.104,filler,filler,3,2.189,295,2,31
R_10udZAolnXVzCAf,F17x,filler,2,4.475,filler,filler,1,2.827,321,2,31
R_10udZAolnXVzCAf,F18x,filler,3,3.53,filler,filler,3,3.768,235,2,31
R_10udZAolnXVzCAf,F19x,filler,3,2.507,filler,filler,1,7.307,208,2,31
R_10udZAolnXVzCAf,F20x,filler,3,3.162,filler,filler,3,5.087,297,2,31
R_10udZAolnXVzCAf,F21x,filler,2,4.968,filler,filler,3,4.505,311,2,31
R_10udZAolnXVzCAf,F22x,filler,3,2.622,filler,filler,3,1.781,304,2,31
R_10udZAolnXVzCAf,F23x,filler,2,4.014,filler,filler,3,16.06,259,2,31
R_10udZAolnXVzCAf,F24x,filler,2,3.767,filler,filler,1,1.816,339,2,31
R_1JXuI5LX84heirQ,I1x,critical,2,4.983,agree,somewhat,2,13.199,286,2,30
R_1JXuI5LX84heirQ,I2x,critical,4,4.136,disagree,fully,2,7.224,194,2,30
R_1JXuI5LX84heirQ,I3x,critical,3,5.284,disagree,somewhat,2,2.906,239,2,30
R_1JXuI5LX84heirQ,I4x,critical,3,8.849,disagree,somewhat,3,6.768,184,2,30
R_1JXuI5LX84heirQ,I5x,critical,2,2.6,agree,somewhat,3,2.008,193,2,30
R_1JXuI5LX84heirQ,I6x,critical,2,5.178,agree,somewhat,3,4.091,218,2,30
R_1JXuI5LX84heirQ,I7x,critical,3,3.026,disagree,somewhat,2,4.127,233,2,30
R_1JXuI5LX84heirQ,I8x,critical,3,3.101,disagree,somewhat,3,2.531,245,2,30
R_1JXuI5LX84heirQ,I9x,critical,2,3.131,agree,somewhat,3,2.548,175,2,30
R_1JXuI5LX84heirQ,I10x,critical,1,3.466,agree,fully,3,9.247,181,2,30
R_1JXuI5LX84heirQ,I11x,critical,2,9.492,agree,somewhat,2,3.467,153,2,30
R_1JXuI5LX84heirQ,I12x,critical,2,7.532,agree,somewhat,1,10.381,237,2,30
R_1JXuI5LX84heirQ,I13x,critical,2,5.181,agree,somewhat,2,6.485,218,2,30
R_1JXuI5LX84heirQ,I14x,critical,3,4.327,disagree,somewhat,2,5.488,199,2,30
R_1JXuI5LX84heirQ,I15x,critical,2,5.327,agree,somewhat,2,3.422,216,2,30
R_1JXuI5LX84heirQ,I16x,critical,3,4.703,disagree,somewhat,1,3.861,199,2,30
R_1JXuI5LX84heirQ,I17x,critical,2,2.73,agree,somewhat,3,5.836,212,2,30
R_1JXuI5LX84heirQ,I18x,critical,2,5.08,agree,somewhat,2,5.912,201,2,30
R_1JXuI5LX84heirQ,F1x,filler,3,5.182,filler,filler,2,3.027,211,2,30
R_1JXuI5LX84heirQ,F2x,filler,2,4.278,filler,filler,3,2.772,220,2,30
R_1JXuI5LX84heirQ,F3x,filler,3,3.117,filler,filler,2,2.786,209,2,30
R_1JXuI5LX84heirQ,F4x,filler,3,5.532,filler,filler,3,10.814,278,2,30
R_1JXuI5LX84heirQ,F5x,filler,3,5.019,filler,filler,3,4.105,215,2,30
R_1JXuI5LX84heirQ,F6x,filler,3,4.635,filler,filler,2,2.525,256,2,30
R_1JXuI5LX84heirQ,F7x,filler,3,5.374,filler,filler,3,9.114,298,2,30
R_1JXuI5LX84heirQ,F8x,filler,3,5.785,filler,filler,3,4.427,301,2,30
R_1JXuI5LX84heirQ,F9x,filler,3,4.647,filler,filler,2,7.539,265,2,30
R_1JXuI5LX84heirQ,F10x,filler,2,3.683,filler,filler,1,6.991,246,2,30
R_1JXuI5LX84heirQ,F11x,filler,3,5.905,filler,filler,3,2.71,190,2,30
R_1JXuI5LX84heirQ,F12x,filler,2,5.051,filler,filler,3,3.027,221,2,30
R_1JXuI5LX84heirQ,F13x,filler,3,4.218,filler,filler,3,15.202,264,2,30
R_1JXuI5LX84heirQ,F14x,filler,1,6.593,filler,filler,1,1.394,312,2,30
R_1JXuI5LX84heirQ,F15x,filler,3,4.363,filler,filler,2,2.446,240,2,30
R_1JXuI5LX84heirQ,F16x,filler,3,7.012,filler,filler,1,1.283,295,2,30
R_1JXuI5LX84heirQ,F17x,filler,3,6.008,filler,filler,2,1.365,321,2,30
R_1JXuI5LX84heirQ,F18x,filler,2,5.253,filler,filler,1,8.568,220,2,30
R_1JXuI5LX84heirQ,F19x,filler,2,3.215,filler,filler,3,2.572,208,2,30
R_1JXuI5LX84heirQ,F20x,filler,2,8.325,filler,filler,2,28.297,286,2,30
R_1JXuI5LX84heirQ,F21x,filler,2,6.379,filler,filler,3,2.828,311,2,30
R_1JXuI5LX84heirQ,F22x,filler,2,3.145,filler,filler,3,3.601,325,2,30
R_1JXuI5LX84heirQ,F23x,filler,2,4.552,filler,filler,3,4.051,259,2,30
R_1JXuI5LX84heirQ,F24x,filler,3,8.328,filler,filler,2,7.876,237,2,30
R_SCMHmRUbtAlpHgd,I1x,critical,2,6.204,agree,somewhat,2,16.278,286,2,34
R_SCMHmRUbtAlpHgd,I2x,critical,4,2.423,disagree,fully,3,2.664,194,2,34
R_SCMHmRUbtAlpHgd,I3x,critical,3,2.681,disagree,somewhat,2,6.064,239,2,34
R_SCMHmRUbtAlpHgd,I4x,critical,1,1.799,agree,fully,1,2.862,205,2,34
R_SCMHmRUbtAlpHgd,I5x,critical,1,2.613,agree,fully,1,3.032,193,2,34
R_SCMHmRUbtAlpHgd,I6x,critical,1,1.997,agree,fully,1,2.351,218,2,34
R_SCMHmRUbtAlpHgd,I7x,critical,1,3.323,agree,fully,1,2.861,221,2,34
R_SCMHmRUbtAlpHgd,I8x,critical,1,3.512,agree,fully,3,3.401,191,2,34
R_SCMHmRUbtAlpHgd,I9x,critical,2,3.065,agree,somewhat,2,4.684,175,2,34
R_SCMHmRUbtAlpHgd,I10x,critical,1,3.04,agree,fully,1,3.698,181,2,34
R_SCMHmRUbtAlpHgd,I11x,critical,4,3.241,disagree,fully,2,3.907,180,2,34
R_SCMHmRUbtAlpHgd,I12x,critical,2,3.88,agree,somewhat,2,2.682,237,2,34
R_SCMHmRUbtAlpHgd,I13x,critical,3,6.671,disagree,somewhat,2,4.222,278,2,34
R_SCMHmRUbtAlpHgd,I14x,critical,2,2.968,agree,somewhat,3,3.34,184,2,34
R_SCMHmRUbtAlpHgd,I15x,critical,3,6.921,disagree,somewhat,3,4.103,256,2,34
R_SCMHmRUbtAlpHgd,I16x,critical,1,4.619,agree,fully,1,6.669,235,2,34
R_SCMHmRUbtAlpHgd,I17x,critical,1,2.059,agree,fully,1,3.968,212,2,34
R_SCMHmRUbtAlpHgd,I18x,critical,1,2.593,agree,fully,2,3.843,201,2,34
R_SCMHmRUbtAlpHgd,F1x,filler,4,3.373,filler,filler,3,4.272,211,2,34
R_SCMHmRUbtAlpHgd,F2x,filler,4,5.319,filler,filler,3,7.987,300,2,34
R_SCMHmRUbtAlpHgd,F3x,filler,2,4.424,filler,filler,2,5.049,191,2,34
R_SCMHmRUbtAlpHgd,F4x,filler,1,2.881,filler,filler,2,2.832,304,2,34
R_SCMHmRUbtAlpHgd,F5x,filler,3,5.404,filler,filler,3,6.713,215,2,34
R_SCMHmRUbtAlpHgd,F6x,filler,4,3.995,filler,filler,3,5.755,256,2,34
R_SCMHmRUbtAlpHgd,F7x,filler,3,3.161,filler,filler,3,4.238,298,2,34
R_SCMHmRUbtAlpHgd,F8x,filler,2,3.222,filler,filler,3,6.292,233,2,34
